pruritus genital,2.75
keratopathy,1.875
corneal thinning,1.875
renal tubular necrosis,1.875
tumour necrosis,2.75
skin tightness,1.875
epistaxis,2.75
nasopharyngitis,2.75
condition aggravated,1.875
hypertension,1.875
petechiae,3.625
skin discomfort,1.875
myoclonus,1.875
swollen tongue,4.375
duodenal ulcer,1.875
glycosuria,1.875
anorectal discomfort,1.875
alcohol abuse,1.875
epilepsy,1.875
arrhythmia,1.875
sinus arrhythmia,1.875
acute psychosis,1.875
peripheral ischaemia,1.875
pulse pressure decreased,1.875
choking,1.875
paranoia,1.875
onychomycosis,2.75
palmar erythema,1.875
hyperkinesia,1.875
oesophagitis ulcerative,1.875
pain in jaw,1.875
azoospermia,1.875
aphonia,3.625
acute pulmonary oedema,2.75
gingival disorder,1.875
thrombocytopenic purpura,2.75
substance abuse,1.875
alanine aminotransferase increased,1.875
eye haemorrhage,2.75
choreoathetosis,1.875
anal fissure,1.875
neuromyopathy,2.75
eye discharge,1.875
pancreatitis haemorrhagic,1.875
muscle contracture,1.875
gingival hypertrophy,1.875
dehydration,1.875
bladder pain,1.875
uterine disorder,1.875
herpes virus infection,1.875
type 2 diabetes mellitus,4.0
increased appetite,2.75
retinal degeneration,1.875
aphthous stomatitis,1.875
abortion,1.875
antisocial personality disorder,1.875
ketoacidosis,1.875
hypertonia,2.75
orbital oedema,1.875
orthopnoea,2.75
testicular disorder,1.875
atrioventricular block complete,1.875
mental disorder due to a general medical condition,1.875
erythema multiforme,2.75
pleural effusion,1.875
intermittent claudication,1.875
epididymitis,2.75
ocular discomfort,1.875
vomiting,1.875
haemorrhage intracranial,2.75
lip ulceration,1.875
mediastinal disorder,1.875
balanoposthitis,1.875
retinal vein thrombosis,2.75
teratogenicity,2.75
hostility,1.875
c-reactive protein increased,1.875
traumatic liver injury,2.75
megacolon,1.875
haemarthrosis,3.625
compartment syndrome,2.75
stereotypy,2.75
atrioventricular block second degree,1.875
medication overuse headache,0
dizziness,3.625
application site pruritus,4.875
pelvic discomfort,3.625
disease progression,1.875
injection site irritation,4.0
self-injurious ideation,0
libido decreased,2.75
prothrombin level increased,1.875
blood albumin decreased,1.875
suicidal ideation,1.875
breast pain,1.875
cutaneous lupus erythematosus,3.625
aortic valve stenosis,1.875
haemoglobinuria,2.75
muscle contractions involuntary,2.75
diabetic ketoacidosis,4.0
hypopnoea,1.875
duodenal ulcer haemorrhage,2.75
hemianopia,2.75
lung cancer metastatic,2.75
nitrogen balance negative,1.875
abnormal withdrawal bleeding,2.75
muscle strain,2.75
visual acuity reduced,2.75
microcytic anaemia,1.875
multiple fractures,2.75
skin haemorrhage,2.75
accidental overdose,1.875
cardiac fibrillation,1.875
nephrotic syndrome,1.875
logorrhoea,2.75
electrocardiogram qt prolonged,1.875
nasal oedema,1.875
renal artery stenosis,2.75
pleuritic pain,1.875
weight fluctuation,1.875
skin toxicity,2.75
blood disorder,1.875
neutropenia,1.875
sudden cardiac death,2.75
assisted fertilisation,1.875
tendonitis,2.75
limb reduction defect,4.0
adenoma benign,1.875
movement disorder,1.875
dementia,2.75
pruritus generalised,1.875
hepatic cancer metastatic,2.75
respiratory alkalosis,2.75
gastrointestinal perforation,1.875
emotional distress,1.875
hypovolaemia,1.875
metastases to central nervous system,2.75
lupus-like syndrome,3.625
musculoskeletal disorder,1.875
ageusia,2.75
parotid gland enlargement,1.875
ejaculation delayed,1.875
pleural fibrosis,1.875
peptic ulcer,1.875
renal failure acute,1.875
cytomegalovirus infection,1.875
optic nerve disorder,2.75
pyoderma,2.75
alveolitis,1.875
urine flow decreased,1.875
colitis ulcerative,2.75
ear infection,2.75
urinary tract infection,2.75
pneumonia,2.75
neoplasm,1.875
chills,2.75
red blood cell sedimentation rate increased,1.875
hyperlactacidaemia,1.875
erectile dysfunction,2.75
acute yellow liver atrophy,0
bradykinesia,1.875
psychomotor retardation,1.875
increased insulin requirement,4.0
muscle tightness,1.875
pigmentation disorder,1.875
eye burns,2.75
glossodynia,1.875
cataract subcapsular,1.875
induration,1.875
macular oedema,1.875
allergic oedema,2.75
blood pressure increased,1.875
impaired gastric emptying,1.875
hypocholesterolaemia,1.875
uterine spasm,1.875
injection site haematoma,4.875
breast tenderness,1.875
jaundice cholestatic,1.875
glucose-6-phosphate dehydrogenase deficiency,4.375
skin mass,1.875
tooth infection,2.75
thyroid function test abnormal,1.875
telangiectasia,2.75
skin fissures,1.875
lymphadenopathy,1.875
iritis,2.75
laryngospasm,1.875
low density lipoprotein increased,1.875
red blood cell count decreased,1.875
peripheral embolism,1.875
limb discomfort,1.875
eye pruritus,1.875
glomerulonephritis,2.75
derealisation,1.875
hyperparathyroidism,1.875
pneumocystis jirovecii pneumonia,0
non-hodgkin's lymphoma,4.0
diverticulum,1.875
body temperature decreased,1.875
dysaesthesia,1.875
purpura,3.625
lymphocyte count increased,1.875
somnolence,2.75
application site discolouration,4.875
spinal haematoma,3.625
factor ii deficiency,0
drug withdrawal syndrome,2.75
blepharospasm,2.75
gastritis,1.875
oropharyngeal discomfort,2.75
intraocular pressure increased,1.875
injection site dermatitis,4.875
wound haemorrhage,2.75
arthropod bite,1.875
acute abdomen,1.875
macular degeneration,1.875
ejection fraction decreased,1.875
proteinuria,1.875
skin depigmentation,1.875
change of bowel habit,1.875
urine analysis abnormal,1.875
disorientation,2.75
pancytopenia,1.875
clonic convulsion,1.875
hepatocellular carcinoma,0
oesophageal haemorrhage,2.75
electrolyte imbalance,1.875
productive cough,1.875
oedema genital,1.875
bone density decreased,1.875
haematoma,1.875
faeces discoloured,1.875
malabsorption,2.75
appendicitis,2.75
skin candida,2.75
muscular weakness,2.75
cholecystitis acute,1.875
menometrorrhagia,1.875
rash pustular,2.75
pain in extremity,1.875
disseminated intravascular coagulation,2.75
cerebral thrombosis,2.75
viral infection,1.875
onychomadesis,1.875
breast disorder,1.875
asterixis,2.75
necrotising colitis,1.875
conjunctivitis,2.75
vulval disorder,1.875
epidermal necrosis,1.875
impulse-control disorder,1.875
aplasia pure red cell,2.75
cardiac flutter,1.875
pallor,3.625
cardiovascular disorder,2.75
crying,4.5
adenocarcinoma,1.875
foetor hepaticus,2.75
oligomenorrhoea,2.75
cognitive disorder,2.75
"hallucination, visual",1.875
malaise,1.875
labyrinthitis,2.75
atrophic vulvovaginitis,1.875
oliguria,1.875
irritability,2.75
sticky skin,1.875
attention deficit/hyperactivity disorder,1.875
anaemia megaloblastic,2.75
influenza,2.75
hepatitis,1.875
haematological malignancy,4.0
hypernatraemia,1.875
cerebral haemorrhage,2.75
occult blood positive,1.875
abdominal pain lower,1.875
breast neoplasm,2.75
cellulitis gangrenous,2.75
amnesia,2.75
chorea,1.875
pupils unequal,2.75
haematuria,2.75
lipoma,2.75
cardiac arrest,1.875
eosinophilia,1.875
tooth discolouration,1.875
leukocytosis,1.875
catheter site pain,4.0
transaminases increased,1.875
ingrowing nail,1.875
rectal tenesmus,2.75
electrocardiogram st segment elevation,1.875
sluggishness,1.875
atrial flutter,1.875
dermatitis diaper,1.875
meningitis aseptic,2.75
infusion site pruritus,4.875
vitreous detachment,2.75
breast engorgement,2.75
calculus bladder,1.875
hypochromic anaemia,1.875
accommodation disorder,1.875
photosensitivity reaction,1.875
arthropathy,1.875
lethargy,3.625
injury,1.875
fungal infection,1.875
microcephaly,4.0
uterine leiomyoma,2.75
hyperphagia,3.625
blood cortisol decreased,1.875
mouth ulceration,1.875
presyncope,3.625
blindness,2.75
ocular toxicity,2.75
menstruation delayed,2.75
lower respiratory tract infection,2.75
drug withdrawal syndrome neonatal,3.625
ileus paralytic,1.875
atrophy,1.875
diplegia,1.875
porphyria non-acute,5.25
psychotic disorder,1.875
hyperchlorhydria,1.875
periodontitis,2.75
collagen disorder,2.75
infertility male,1.875
gastric haemorrhage,2.75
feeling drunk,1.875
large intestine polyp,0
suicidal behaviour,1.875
endometriosis,1.875
status asthmaticus,1.875
blood thyroid stimulating hormone increased,1.875
hemiparesis,1.875
hyporeflexia,1.875
incontinence,3.625
calcinosis,1.875
laryngeal oedema,4.375
renal cyst,2.75
precocious puberty,2.75
poor quality sleep,2.75
periarthritis,1.875
hepatic neoplasm,2.75
corneal lesion,1.875
mass,1.875
androgenetic alopecia,2.75
cyst,2.75
nasal congestion,1.875
formication,2.75
corneal infiltrates,1.875
vitreous disorder,1.875
intestinal obstruction,1.875
hepatic fibrosis,2.75
nerve compression,2.75
dandruff,1.875
tuberculosis,1.875
ataxia,2.75
anxiety disorder,1.875
feeling cold,1.875
neurosis,1.875
reflexes abnormal,1.875
urogenital disorder,2.75
menstrual disorder,1.875
platelet disorder,1.875
retinitis,2.75
hepatic cirrhosis,1.875
uterine contractions during pregnancy,1.875
terminal insomnia,3.5
injection site necrosis,4.0
sensation of pressure,1.875
haemorrhoids,2.75
lichen planus,1.875
neoplasm malignant,1.875
vasculitis,2.75
menorrhagia,1.875
blood calcium decreased,1.875
peripheral sensorimotor neuropathy,1.875
papule,1.875
gait disturbance,2.75
injection site mass,4.0
exostosis,1.875
muscle haemorrhage,2.75
conjunctival haemorrhage,2.75
infestation,2.75
abnormal sensation in eye,1.875
hiatus hernia,2.75
odynophagia,1.875
rectal haemorrhage,2.75
psychotic behaviour,1.875
catatonia,1.875
radiation pneumonitis,2.75
injection site phlebitis,4.875
mucosal dryness,1.875
thrombotic microangiopathy,3.625
diabetic coma,4.875
oral herpes,2.75
tourette's disorder,3.625
salivary hypersecretion,1.875
joint effusion,1.875
lipoatrophy,2.75
urinary tract disorder,1.875
embolism,1.875
rhinorrhoea,1.875
melaena,2.75
vulvovaginal candidiasis,2.75
herpes simplex,2.75
injection site urticaria,6.5
hereditary angioedema,4.375
food allergy,1.875
bone cancer metastatic,2.75
infusion site pain,4.0
toxic skin eruption,2.75
dermatitis exfoliative,2.75
postoperative wound infection,2.75
abnormal behaviour,1.875
transient ischaemic attack,2.75
tendinous contracture,1.875
breast discomfort,1.875
illusion,1.875
pseudoporphyria,1.875
hair texture abnormal,1.875
fibrosis,1.875
retrograde amnesia,2.75
face oedema,4.375
food poisoning,3.625
stomatitis,1.875
hepatitis viral,2.75
lymphangitis,3.625
injection site bruising,0
asphyxia,2.75
porphyrin metabolism disorder,4.375
bronchospasm paradoxical,1.875
carbon dioxide increased,1.875
hepatitis a,2.75
renal failure,1.875
respiratory distress,1.875
partner stress,1.875
polyuria,1.875
sudden onset of sleep,1.875
restless legs syndrome,2.75
lip swelling,4.375
blood sodium increased,1.875
respiratory rate decreased,1.875
back pain,1.875
lobar pneumonia,2.75
foetal death,0
urethritis,2.75
tetany,3.625
aneurysm,1.875
infection parasitic,1.875
atrial fibrillation,1.875
atrial tachycardia,1.875
graft versus host disease,2.75
pulmonary congestion,3.625
anterograde amnesia,2.75
scleral hyperaemia,1.875
oesophageal pain,1.875
hepatic function abnormal,1.875
infertility female,1.875
tooth hypoplasia,2.75
mitral valve incompetence,1.875
vulvovaginitis,2.75
gamma-glutamyltransferase increased,1.875
respiration abnormal,1.875
facial paresis,1.875
hodgkin's disease,4.0
gout,2.75
hypomagnesaemia,1.875
arterial occlusive disease,1.875
vaginal infection,2.75
dysphemia,2.75
polymenorrhoea,1.875
anuria,1.875
congenital anomaly,1.875
hepatitis c,2.75
meniere's disease,3.625
priapism,1.875
mental status changes,1.875
injection site inflammation,4.0
pituitary infarction,4.5
rash morbilliform,1.875
diabetic hyperosmolar coma,4.875
hepatitis acute,1.875
angina pectoris,2.75
cholecystitis,1.875
molluscum contagiosum,2.75
hyperthyroidism,2.75
non-cardiogenic pulmonary oedema,2.75
hypersensitivity,1.875
thrombocytopenia,1.875
vasoconstriction,2.75
photophobia,2.75
supraventricular tachycardia,1.875
superinfection,1.875
general physical health deterioration,1.875
injection site pain,4.0
injection site induration,4.0
peritoneal haemorrhage,2.75
atelectasis,1.875
hyperpyrexia,1.875
clonus,1.875
blood electrolytes abnormal,1.875
peptic ulcer haemorrhage,2.75
sleep talking,2.75
activated partial thromboplastin time prolonged,1.875
infection,1.875
pulmonary haemorrhage,2.75
electrocardiogram change,1.875
injection site discomfort,4.0
mania,1.875
ocular icterus,3.625
injection site reaction,4.0
temperature intolerance,1.875
cachexia,3.625
phlebitis superficial,1.875
tension headache,1.875
blood lactate dehydrogenase increased,1.875
eyelid irritation,2.75
tachycardia,1.875
platelet count decreased,1.875
oesophageal spasm,1.875
atrioventricular block first degree,1.875
liver injury,2.75
post procedural haemorrhage,2.75
ulcer,1.875
retinal oedema,2.75
injection site extravasation,4.0
sinus headache,2.75
prothrombin level decreased,1.875
haemoglobin increased,1.875
tinea pedis,2.75
irritable bowel syndrome,2.75
affective disorder,1.875
red blood cell abnormality,1.875
anhidrosis,1.875
early satiety,3.625
hepatic steatosis,2.75
blood triglycerides increased,1.875
dermatitis acneiform,1.875
recall phenomenon,2.75
lipoedema,0
prostate cancer,2.75
gouty arthritis,2.75
rosacea,1.875
pancreatitis,1.875
stillbirth,2.75
tachypnoea,1.875
glucose tolerance decreased,1.875
nervous system disorder,1.875
keratitis,1.875
panophthalmitis,1.875
laryngeal pain,0
blood urea increased,1.875
neuralgia,1.875
insulin resistance,4.0
urine output increased,1.875
corneal opacity,1.875
gastrointestinal tract irritation,1.875
cholinergic syndrome,1.875
limb injury,1.875
haematochezia,2.75
extrasystoles,1.875
fanconi syndrome,3.625
interstitial lung disease,2.75
gingival pain,1.875
hydronephrosis,1.875
chloasma,2.75
thyroiditis,1.875
hepatocellular injury,1.875
cardiotoxicity,2.75
polyarthritis,1.875
altered state of consciousness,2.75
cerebral infarction,2.75
heart sounds abnormal,1.875
skin atrophy,1.875
lacrimation decreased,1.875
testicular swelling,1.875
enterocolitis haemorrhagic,2.75
hypomania,1.875
neurotoxicity,2.75
ventricular tachycardia,1.875
throat tightness,2.75
respiratory acidosis,2.75
haemoptysis,3.625
swelling,1.875
loss of consciousness,1.875
skin hyperpigmentation,1.875
abdominal pain upper,1.875
micturition urgency,1.875
administration site reaction,0
acute tonsillitis,2.75
toothache,1.875
muscle spasticity,2.75
dysplasia,1.875
lichenoid keratosis,1.875
neutrophil count increased,1.875
death,1.875
respiratory depression,1.875
diarrhoea,1.875
paraesthesia oral,2.75
optic atrophy,1.875
vasodilatation,2.75
administration site infection,4.875
local reaction,1.875
haematocrit increased,1.875
cutaneous vasculitis,3.625
hydrocephalus,1.875
foetal distress syndrome,1.875
homicidal ideation,1.875
pulmonary function test decreased,1.875
skin infection,2.75
prurigo,1.875
skin disorder,1.875
aplastic anaemia,1.875
vital dye staining cornea present,1.875
lacrimal structural disorder,1.875
transplant rejection,2.75
eye irritation,1.875
mydriasis,2.75
chorioretinopathy,1.875
cardiac failure,1.875
gynaecomastia,2.75
splenomegaly,1.875
deafness permanent,2.75
major depression,1.875
supraventricular extrasystoles,1.875
venoocclusive liver disease,2.75
paresis,1.875
nephrogenic systemic fibrosis,4.5
dyslipidaemia,1.875
seborrhoeic keratosis,4.0
vulvovaginal burning sensation,1.875
acute respiratory distress syndrome,1.875
cholelithiasis,1.875
retinal disorder,1.875
leukopenia,1.875
skin fragility,1.875
papilloedema,3.625
venous occlusion,1.875
xeroderma,1.875
vocal cord paralysis,2.75
constipation,1.875
eye swelling,1.875
hypoventilation,1.875
excoriation,2.75
seborrhoeic dermatitis,1.875
impetigo,2.75
oedema mucosal,1.875
spinal compression fracture,3.625
ovarian cyst,2.75
eructation,1.875
blepharitis,2.75
immobile,1.875
faeces hard,1.875
withdrawal bleed,2.75
angioedema,3.5
haemoglobin,1.875
heart disease congenital,2.75
groin pain,1.875
fontanelle bulging,2.75
polydipsia,2.75
pruritus,1.875
rash papular,1.875
mouth haemorrhage,2.75
granulomatous liver disease,1.875
hypopituitarism,1.875
vaginitis bacterial,0
hypoaesthesia oral,2.75
ichthyosis,2.75
injection site erythema,4.875
muscle rigidity,2.75
electrocardiogram t wave inversion,1.875
tremor,1.875
antisocial behaviour,1.875
liver disorder,1.875
gastrointestinal carcinoma,2.75
application site erosion,4.875
alopecia,1.875
fluid imbalance,1.875
conjunctivitis allergic,2.75
wound secretion,2.75
frequent bowel movements,1.875
corneal epithelium defect,1.875
renal pain,1.875
seasonal allergy,3.625
bundle branch block,1.875
venous thrombosis,1.875
rhinitis seasonal,3.625
hyperreflexia,1.875
breast enlargement,1.875
lenticular opacities,1.875
depressed level of consciousness,1.875
areflexia,1.875
blood testosterone increased,1.875
cardiac disorder,1.875
sinus congestion,1.875
lactic acidosis,1.875
myopia,1.875
sensitisation,2.75
cervicitis,2.75
bacteraemia,1.875
dermatitis,1.875
hyperventilation,2.75
pituitary haemorrhage,3.625
chest discomfort,3.625
therapeutic response unexpected,1.875
respiratory tract congestion,1.875
inappropriate antidiuretic hormone secretion,2.75
localised infection,1.875
deafness transitory,2.75
vasospasm,1.875
blunted affect,1.875
fatigue,1.875
fat embolism,2.75
pollakiuria,1.875
neck pain,1.875
piloerection,1.875
hepatic enzyme increased,1.875
coronary artery disease,2.75
cervical dysplasia,1.875
delirium,1.875
haemorrhagic disorder,2.75
wheezing,1.875
miosis,2.75
application site paraesthesia,4.875
hyperaemia,1.875
lipase increased,1.875
hypogonadism,2.75
congenital genitourinary abnormality,3.625
dermatitis infected,2.75
anaphylactoid reaction,2.75
osteoarthritis,1.875
infusion site induration,4.0
pulmonary embolism,2.75
alveolitis allergic,2.75
fibroadenoma of breast,2.75
fall,1.875
head injury,1.875
deep vein thrombosis,1.875
ovarian failure,2.75
haemorrhagic stroke,2.75
tonsillitis,2.75
medical device complication,1.875
hypochloraemia,1.875
anorectal disorder,1.875
tumour flare,1.875
peritonitis,2.75
hepatic cancer,2.75
uterine atony,1.875
alcoholism,1.875
speech disorder,3.625
urine odour abnormal,1.875
serum sickness,2.75
pemphigus,2.75
sepsis,1.875
gastric ulcer haemorrhage,2.75
panic disorder,1.875
sudden death,2.75
vulvovaginal disorder,1.875
pregnancy test false positive,1.875
madarosis,2.75
hypoglycaemic coma,4.875
hepatosplenomegaly,2.75
blood phosphorus increased,1.875
cystitis,2.75
toxicity to various agents,1.875
candida infection,0
tooth disorder,1.875
infusion related reaction,3.625
bilirubin conjugated increased,0
gastrointestinal necrosis,2.75
varicose vein,1.875
cardio-respiratory arrest,2.75
hepatitis chronic active,2.75
musculoskeletal stiffness,1.875
myeloid leukaemia,4.0
electrocardiogram qrs complex,1.875
vulvovaginal dryness,1.875
hepatotoxicity,2.75
procedural pain,2.75
decreased appetite,2.75
paraplegia,1.875
arthralgia,1.875
basal cell carcinoma,4.0
sinus tachycardia,1.875
arrhythmia supraventricular,1.875
duodenitis,1.875
tendon rupture,2.75
tympanic membrane perforation,2.75
pericardial haemorrhage,2.75
panic reaction,1.875
retinal vascular disorder,2.75
actinic keratosis,1.875
ear haemorrhage,2.75
vitamin b12 deficiency,1.875
procedural nausea,2.75
hepatic pain,1.875
vertigo,2.75
fasting,1.875
lip oedema,4.375
neutropenic colitis,2.75
sneezing,1.875
glycosylated haemoglobin increased,1.875
polycythaemia,1.875
parotitis,2.75
sinoatrial block,1.875
blood pressure systolic decreased,1.875
neuroleptic malignant syndrome,4.5
tooth abscess,2.75
urinary incontinence,2.75
hyperbilirubinaemia,3.625
prinzmetal angina,2.75
portal vein thrombosis,2.75
high density lipoprotein decreased,1.875
growth retardation,1.875
dysgraphia,1.875
feeling jittery,1.875
measles,2.75
blood creatinine decreased,1.875
vulvovaginal discomfort,1.875
adrenal insufficiency,2.75
eyelid margin crusting,2.75
post procedural complication,1.875
basophilia,1.875
feeling hot,1.875
hypohidrosis,2.75
ectopic pregnancy,1.875
rhinitis perennial,2.75
cushing's syndrome,4.5
emotional disorder,1.875
disturbance in attention,2.75
rhinitis allergic,2.75
leukocytoclastic vasculitis,4.5
radiculopathy,1.875
sciatica,2.75
personality disorder,1.875
liver tenderness,1.875
road traffic accident,1.875
enzyme abnormality,1.875
suicide attempt,1.875
sputum increased,1.875
hepatitis fulminant,2.75
hypersomnia,2.75
parosmia,2.75
colitis,1.875
systemic lupus erythematosus,3.625
colour blindness,2.75
shock,1.875
xerophthalmia,2.75
blood iron increased,1.875
oropharyngeal candidiasis,3.625
respiratory tract infection,2.75
femur fracture,2.75
varices oesophageal,3.625
skin striae,1.875
leukaemia,4.0
skin burning sensation,2.75
dyschezia,1.875
myoglobinuria,3.625
acute generalised exanthematous pustulosis,2.75
hypophosphataemia,1.875
deafness neurosensory,2.75
trisomy 21,5.25
tenosynovitis,1.875
gastrointestinal ulcer haemorrhage,2.75
haematospermia,2.75
palpitations,1.875
inner ear disorder,1.875
ascites,3.625
aplasia,2.75
adverse reaction,1.875
skin wrinkling,1.875
pyuria,2.75
ileitis,1.875
microangiopathic haemolytic anaemia,2.75
colitis ischaemic,2.75
guillain-barre syndrome,3.625
generalised erythema,1.875
dissociation,1.875
pain of skin,1.875
bladder dysfunction,1.875
bipolar i disorder,1.875
peripheral motor neuropathy,1.875
walking disability,0
sperm concentration decreased,1.875
urethral pain,1.875
application site irritation,4.0
cardiac failure acute,1.875
dyspnoea,2.75
apathy,1.875
ischaemia,1.875
breast atrophy,1.875
methaemoglobinaemia,1.875
corneal erosion,1.875
blood iron decreased,1.875
fluid overload,2.75
ketosis,1.875
bundle branch block left,1.875
hypocalcaemia,1.875
increased upper airway secretion,1.875
scotoma,2.75
blood glucose decreased,1.875
pseudolymphoma,1.875
benign intracranial hypertension,1.875
orchitis,2.75
embolism arterial,1.875
vascular headache,2.75
enuresis,2.75
penis disorder,1.875
acute lymphocytic leukaemia,4.0
abdominal discomfort,1.875
contact lens intolerance,1.875
hepatorenal syndrome,2.75
laryngitis,2.75
retinal artery occlusion,2.75
injection site infection,4.875
sinusitis,2.75
faecalith,1.875
diabetic retinopathy,5.75
ventricular septal defect,2.75
enteritis,1.875
breath sounds abnormal,1.875
procedural complication,1.875
plantar fasciitis,1.875
rhinitis,2.75
polyneuropathy,1.875
henoch-schonlein purpura,4.5
anterior chamber flare,1.875
hepatitis b,2.75
ileus,1.875
haemorrhage urinary tract,2.75
diabetic hyperglycaemic coma,4.875
hot flush,3.625
muscle relaxant therapy,1.875
white blood cell count decreased,1.875
application site dryness,4.875
peripheral sensory neuropathy,1.875
cardiomyopathy,1.875
gastritis haemorrhagic,2.75
epigastric discomfort,1.875
muscle atrophy,2.75
nipple pain,1.875
chronic myeloid leukaemia,4.0
ear congestion,1.875
infarction,1.875
oesophageal perforation,1.875
urine output,1.875
immune system disorder,1.875
sexual dysfunction,2.75
staphylococcal infection,1.875
anger,1.875
stress,1.875
gastrointestinal haemorrhage,2.75
lymphoproliferative disorder,4.0
addison's disease,3.625
compulsions,1.875
phobia,1.875
white blood cells urine positive,1.875
gastrointestinal toxicity,2.75
oral pain,1.875
lacrimal disorder,1.875
hypoprothrombinaemia,1.875
erection increased,2.75
pelvic venous thrombosis,1.875
anovulatory cycle,2.75
genital disorder female,1.875
infusion site erythema,4.875
osteomyelitis,2.75
diabetes insipidus,2.75
hyperadrenocorticism,3.625
pustular psoriasis,1.875
pre-existing disease,0
serum sickness-like reaction,2.75
wound complication,1.875
brain neoplasm,4.0
hypertrichosis,1.875
congenital eye disorder,2.75
clostridium difficile colitis,2.75
crystalluria,1.875
livedo reticularis,2.75
pyelonephritis,2.75
erythromelalgia,2.75
muscle twitching,1.875
binge eating,1.875
neutrophilia,1.875
drug hypersensitivity,1.875
breath odour,1.875
brain oedema,2.75
hypersexuality,1.875
eye pain,1.875
completed suicide,2.75
nocturia,1.875
retinal detachment,2.75
apnoea,1.875
subarachnoid haemorrhage,3.625
quadriparesis,1.875
lymphocytosis,1.875
uterine hypotonus,2.75
mean arterial pressure,1.875
urticaria,3.5
conjunctival disorder,1.875
eye disorder,1.875
dermatitis atopic,2.75
metabolic alkalosis,1.875
parathyroid disorder,1.875
perirectal abscess,2.75
fluid retention,2.75
hypoalbuminaemia,2.75
infertility,1.875
idiopathic thrombocytopenic purpura,2.75
renal impairment,1.875
left ventricular dysfunction,1.875
female sexual dysfunction,2.75
hypovitaminosis,1.875
coronary artery insufficiency,2.75
pharyngitis,3.625
gangrene,3.625
skin ulcer,2.75
infection susceptibility increased,1.875
eosinophilic myocarditis,2.75
dry throat,2.75
dysphonia,3.625
ectropion of cervix,1.875
psoriasis,2.75
lip pain,1.875
photopsia,2.75
increased tendency to bruise,3.625
water intoxication,3.625
cardiac failure congestive,1.875
diabetes mellitus,4.0
hypoxia,1.875
wound dehiscence,1.875
upper gastrointestinal haemorrhage,2.75
asthma,2.75
